kind,name,source,handler,auth_dependencies,review_status,test_evidence
route,PUT /api/v1/admin/templates/suspension-designs,api/routers/site_templates.py,apply_suspension_design,get_identity,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,PUT /api/v1/admin/templates/welcome-email,api/routers/site_templates.py,set_welcome_email,get_identity,reviewed-tested,"Manual router-to-handler review: admin-only root policy, fixed command/service allowlists, validated identifiers/CIDRs/settings, bound SQL, scoped IP ownership, root-controlled configuration/credential files, OLS no-store reveal, sandboxed template preview. 247 route/service/whitelist, 81 network, 23 dispatch/reconcile, 77 lifecycle/package, 57 mailqueue/template/IP/OLS, 36 monitor/audit tests; 251 audit-export/role tests. See SECURITY-AUDIT-REVIEW-2026-09-24.md for deployment and limitations."
route,PUT /api/v1/backups/snapshots/policies/{policy_id},api/routers/backups.py,snapshot_update_policy,get_identity,pending,
route,PUT /api/v1/dns/zones/{domain}/records,api/routers/dns.py,set_record,get_identity,pending,
route,PUT /files,api/routers/filebrowser.py,proxy,manual-auth-inside-handler,reviewed-fixed,BSA-2026-030/BSA-2026-036; 46547ff/112ed30/b8ec15d; 92+43 focused tests; VM own/cross-account/write and hostile-backend canaries; Chromium HTML/SVG isolation; primary smoke
route,PUT /files/{path:path},api/routers/filebrowser.py,proxy,manual-auth-inside-handler,reviewed-fixed,BSA-2026-030/BSA-2026-036; 46547ff/112ed30/b8ec15d; 92+43 focused tests; VM own/cross-account/write and hostile-backend canaries; Chromium HTML/SVG isolation; primary smoke
route,WEBSOCKET /ws/accounts/{username}/terminal,api/routers/terminal.py,terminal_ws,manual-auth-inside-handler,reviewed-fixed,"terminal local-only key hardening: 44 focused terminal/RPC-authority tests; VM real sshd canary proved localhost generated-key login, public-host key rejection by sshd from= restriction, close removed key; primary hashes deployed"
rpc,account.create,daemon/handlers_account.py,create_account,kernel-peer-uid; root-credential; policy=global_admin,pending,
rpc,account.get,daemon/handlers_account.py,get_account,kernel-peer-uid; root-credential; policy=account_username,pending,
rpc,account.list,daemon/handlers_account.py,list_accounts,kernel-peer-uid; root-credential; policy=global_admin,pending,
rpc,account.reactivate,daemon/handlers_account.py,reactivate_account,kernel-peer-uid; root-credential; policy=root_internal,pending,
rpc,account.rename,daemon/identity_admin.py,rename_account,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Admin policy, username/domain validation, retained UID on rename and rollback; remaining-admin-mail-review.log:51 passed"
rpc,account.set_contact_email,daemon/identity_admin.py,set_contact_email,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Admin policy, username/domain validation, retained UID on rename and rollback; remaining-admin-mail-review.log:51 passed"
rpc,account.set_limits,daemon/handlers_account.py,set_limits,kernel-peer-uid; root-credential; policy=global_admin,pending,
rpc,account.set_password,daemon/identity_admin.py,set_account_password,kernel-peer-uid; root-credential; policy=admin_account_username,reviewed-tested,"Admin policy, username/domain validation, retained UID on rename and rollback; remaining-admin-mail-review.log:51 passed"
rpc,account.set_php_version,daemon/handlers_account.py,set_php_version,kernel-peer-uid; root-credential; policy=account_username,pending,
rpc,account.set_primary_domain,daemon/identity_admin.py,set_primary_domain,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Admin policy, username/domain validation, retained UID on rename and rollback; remaining-admin-mail-review.log:51 passed"
rpc,account.suspend,daemon/handlers_account.py,suspend_account,kernel-peer-uid; root-credential; policy=global_admin,pending,
rpc,account.terminate,daemon/handlers_account.py,terminate_account,kernel-peer-uid; root-credential; policy=global_admin,pending,
rpc,account.unsuspend,daemon/handlers_account.py,unsuspend_account,kernel-peer-uid; root-credential; policy=global_admin,pending,
rpc,apps.install.get,daemon/appinstaller.py,get_job,kernel-peer-uid; root-credential; policy=account_and_domain,pending,
rpc,apps.install.trigger,daemon/appinstaller.py,trigger_install,kernel-peer-uid; root-credential; policy=account_and_domain,pending,
rpc,apps.list,daemon/appinstaller.py,list_installed_apps,kernel-peer-uid; root-credential; policy=account_and_domain,pending,
rpc,apps.node.create,daemon/nodeapps.py,create_app,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.node.delete,daemon/nodeapps.py,delete_app,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.node.get,daemon/nodeapps.py,get_app,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.node.list,daemon/nodeapps.py,list_apps,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.node.logs,daemon/nodeapps.py,get_logs,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.node.npm_install,daemon/nodeapps.py,npm_install,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.node.restart,daemon/nodeapps.py,restart_app,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.node.start,daemon/nodeapps.py,start_app,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.node.stop,daemon/nodeapps.py,stop_app,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.node.update,daemon/nodeapps.py,update_app,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.python.create,daemon/pythonapps.py,create_app,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.python.delete,daemon/pythonapps.py,delete_app,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.python.get,daemon/pythonapps.py,get_app,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.python.list,daemon/pythonapps.py,list_apps,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.python.logs,daemon/pythonapps.py,get_logs,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.python.pip_install,daemon/pythonapps.py,pip_install,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.python.restart,daemon/pythonapps.py,restart_app,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.python.start,daemon/pythonapps.py,start_app,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.python.stop,daemon/pythonapps.py,stop_app,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,apps.python.update,daemon/pythonapps.py,update_app,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source: account/app ID binding, command UID, validators, root-owned unit/env, BEGIN IMMEDIATE shared port allocation, encrypted environment and teardown; bbe5cbe/3a309e9; 66 application plus 40 command tests; 204 grouped route/policy/domain tests; real Redis socket UID canary. Generated-unit log canary recorded under BSA-2026-048."
rpc,auth.check_login_lockout,daemon/handlers_auth.py,check_login_lockout,kernel-peer-uid; root-credential; policy=root_internal_replace_with_login_protocol,reviewed-fixed,"auth/session/TOTP/RPC authority: 82 focused tests passed; hashed sessions, root-side login protocol, token admin checks, TOTP replay/recovery serialization, live VM login smoke"
rpc,auth.create_api_token,daemon/handlers_auth.py,create_api_token,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"auth/session/TOTP/RPC authority: 82 focused tests passed; hashed sessions, root-side login protocol, token admin checks, TOTP replay/recovery serialization, live VM login smoke"
rpc,auth.create_session,daemon/handlers_auth.py,create_session,kernel-peer-uid; root-credential; policy=root_internal_replace_with_login_protocol,reviewed-fixed,"auth/session/TOTP/RPC authority: 82 focused tests passed; hashed sessions, root-side login protocol, token admin checks, TOTP replay/recovery serialization, live VM login smoke"
rpc,auth.login.begin,daemon/handlers_auth.py,login_begin,kernel-peer-uid; root-credential; policy=login_protocol,reviewed-fixed,"auth/session/TOTP/RPC authority: 82 focused tests passed; hashed sessions, root-side login protocol, token admin checks, TOTP replay/recovery serialization, live VM login smoke"
rpc,auth.login.finish,daemon/handlers_auth.py,login_finish,kernel-peer-uid; root-credential; policy=login_protocol,reviewed-fixed,"auth/session/TOTP/RPC authority: 82 focused tests passed; hashed sessions, root-side login protocol, token admin checks, TOTP replay/recovery serialization, live VM login smoke"
rpc,auth.record_login_result,daemon/handlers_auth.py,record_login_result,kernel-peer-uid; root-credential; policy=root_internal_replace_with_login_protocol,reviewed-fixed,"auth/session/TOTP/RPC authority: 82 focused tests passed; hashed sessions, root-side login protocol, token admin checks, TOTP replay/recovery serialization, live VM login smoke"
rpc,auth.revoke_api_token,daemon/handlers_auth.py,revoke_api_token,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"auth/session/TOTP/RPC authority: 82 focused tests passed; hashed sessions, root-side login protocol, token admin checks, TOTP replay/recovery serialization, live VM login smoke"
rpc,auth.revoke_session,daemon/handlers_auth.py,revoke_session,kernel-peer-uid; root-credential; policy=current_session_self,reviewed-fixed,"auth/session/TOTP/RPC authority: 82 focused tests passed; hashed sessions, root-side login protocol, token admin checks, TOTP replay/recovery serialization, live VM login smoke"
rpc,backup.destination.create,daemon/backup.py,create_destination,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,BSA-2026-080: full backup module source review; tests/test_backup.py 58 passed; tests/test_procutil.py 9 passed; VM backup-path acceptance canaries preserved root-only files and verified tenant archive I/O.
rpc,backup.destination.delete,daemon/backup.py,delete_destination,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,BSA-2026-080: full backup module source review; tests/test_backup.py 58 passed; tests/test_procutil.py 9 passed; VM backup-path acceptance canaries preserved root-only files and verified tenant archive I/O.
rpc,backup.destination.list,daemon/backup.py,list_destinations,kernel-peer-uid; root-credential; policy=mixed_admin_or_account,reviewed-fixed,BSA-2026-080: full backup module source review; tests/test_backup.py 58 passed; tests/test_procutil.py 9 passed; VM backup-path acceptance canaries preserved root-only files and verified tenant archive I/O.
rpc,backup.job.browse,daemon/backup.py,browse_backup,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,BSA-2026-080: full backup module source review; tests/test_backup.py 58 passed; tests/test_procutil.py 9 passed; VM backup-path acceptance canaries preserved root-only files and verified tenant archive I/O.
rpc,backup.job.get,daemon/backup.py,get_job,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,BSA-2026-080: full backup module source review; tests/test_backup.py 58 passed; tests/test_procutil.py 9 passed; VM backup-path acceptance canaries preserved root-only files and verified tenant archive I/O.
rpc,backup.job.list,daemon/backup.py,list_jobs,kernel-peer-uid; root-credential; policy=mixed_admin_or_account,reviewed-fixed,BSA-2026-080: full backup module source review; tests/test_backup.py 58 passed; tests/test_procutil.py 9 passed; VM backup-path acceptance canaries preserved root-only files and verified tenant archive I/O.
rpc,backup.job.trigger,daemon/backup.py,trigger_backup,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,BSA-2026-080: full backup module source review; tests/test_backup.py 58 passed; tests/test_procutil.py 9 passed; VM backup-path acceptance canaries preserved root-only files and verified tenant archive I/O.
rpc,backup.restore.get,daemon/backup.py,get_restore_job,kernel-peer-uid; root-credential; policy=account_row_owner_restore_job,reviewed-fixed,BSA-2026-080: full backup module source review; tests/test_backup.py 58 passed; tests/test_procutil.py 9 passed; VM backup-path acceptance canaries preserved root-only files and verified tenant archive I/O.
rpc,backup.restore.list,daemon/backup.py,list_restore_jobs,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,BSA-2026-080: full backup module source review; tests/test_backup.py 58 passed; tests/test_procutil.py 9 passed; VM backup-path acceptance canaries preserved root-only files and verified tenant archive I/O.
rpc,backup.restore.trigger,daemon/backup.py,trigger_restore,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,BSA-2026-080: full backup module source review; tests/test_backup.py 58 passed; tests/test_procutil.py 9 passed; VM backup-path acceptance canaries preserved root-only files and verified tenant archive I/O.
rpc,backup.schedule.list,daemon/backup.py,list_schedules,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,BSA-2026-080: full backup module source review; tests/test_backup.py 58 passed; tests/test_procutil.py 9 passed; VM backup-path acceptance canaries preserved root-only files and verified tenant archive I/O.
rpc,backup.schedule.set,daemon/backup.py,set_schedule,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,BSA-2026-080: full backup module source review; tests/test_backup.py 58 passed; tests/test_procutil.py 9 passed; VM backup-path acceptance canaries preserved root-only files and verified tenant archive I/O.
rpc,bandwidth.get,daemon/handlers_usage.py,get_bandwidth,kernel-peer-uid; root-credential; policy=account_username,reviewed-fixed,"Source review plus 41 SSL tests, 8 final real-VM ACME hook tests, actual hosted/webmail HTTP challenge success/cleanup, locked idempotent renewal migration on both servers; 47 VM reporting tests, 24 focused parser/ownership cases, 25 HTTP/root scope cases. See SECURITY-AUDIT-REVIEW-2026-09-24.md for resource budgets and limitations."
rpc,bandwidth.ranking,daemon/handlers_usage.py,get_bandwidth_ranking,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"Source review plus 41 SSL tests, 8 final real-VM ACME hook tests, actual hosted/webmail HTTP challenge success/cleanup, locked idempotent renewal migration on both servers; 47 VM reporting tests, 24 focused parser/ownership cases, 25 HTTP/root scope cases. See SECURITY-AUDIT-REVIEW-2026-09-24.md for resource budgets and limitations."
rpc,branding.favicon.remove,daemon/branding.py,remove_favicon,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"SVG allowlist, public asset response, admin-only mutation and fixed file paths; imap-branding-review.log"
rpc,branding.favicon.upload,daemon/branding.py,upload_favicon,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"SVG allowlist, public asset response, admin-only mutation and fixed file paths; imap-branding-review.log"
rpc,branding.get,daemon/branding.py,get_settings,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"SVG allowlist, public asset response, admin-only mutation and fixed file paths; imap-branding-review.log"
rpc,branding.logo.remove,daemon/branding.py,remove_logo,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"SVG allowlist, public asset response, admin-only mutation and fixed file paths; imap-branding-review.log"
rpc,branding.logo.upload,daemon/branding.py,upload_logo,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"SVG allowlist, public asset response, admin-only mutation and fixed file paths; imap-branding-review.log"
rpc,branding.set,daemon/branding.py,set_settings,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,"SVG allowlist, public asset response, admin-only mutation and fixed file paths; imap-branding-review.log"
rpc,bulk.get,daemon/bulkops.py,get_bulk_action,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Global administrator only; pending-job guard, fixed actions, sequential stop on failure; remaining-admin-mail-review.log"
rpc,bulk.trigger,daemon/bulkops.py,trigger_bulk_action,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"Global administrator only; pending-job guard, fixed actions, sequential stop on failure; remaining-admin-mail-review.log"
rpc,cf.account_add,daemon/cloudflare_accounts.py,add_account,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,cf.account_delete,daemon/cloudflare_accounts.py,delete_account,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,"scanner-cloudflare-review.log:119 passed; token encryption, ownership and fixed upstream API reviewed"
rpc,cf.account_list,daemon/cloudflare_accounts.py,list_accounts,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,cf.account_set,daemon/cloudflare_accounts.py,set_account,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,cf.account_test,daemon/cloudflare_accounts.py,test_account,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,cf.bulk_migrate,daemon/cloudflare_ops.py,bulk_migrate,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,cf.bulk_purge,daemon/cloudflare_ops.py,bulk_purge,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,cf.enable_proxy,daemon/cloudflare_ops.py,enable_proxy,kernel-peer-uid; root-credential; policy=domain_owner,reviewed-tested,"scanner-cloudflare-review.log:119 passed; DNS ownership, serialization and upstream scope reviewed"
rpc,cf.health,daemon/cloudflare_ops.py,health,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,cf.lockdown,daemon/cloudflare_ops.py,lockdown,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,cf.purge_cache,daemon/cloudflare_ops.py,purge_cache,kernel-peer-uid; root-credential; policy=domain_owner,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,cf.rails_status,daemon/cloudflare_ops.py,rails_status,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,cf.refresh_ranges,daemon/cloudflare_ops.py,refresh_ranges,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,cf.settings_get,daemon/cloudflare_ops.py,settings_get,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,cf.settings_set,daemon/cloudflare_ops.py,settings_set,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,cf.zone_disable,daemon/cloudflare_ops.py,zone_disable,kernel-peer-uid; root-credential; policy=domain_owner,reviewed-tested,"scanner-cloudflare-review.log:119 passed; DNS ownership, serialization and upstream scope reviewed"
rpc,cf.zone_enable,daemon/cloudflare_ops.py,zone_enable,kernel-peer-uid; root-credential; policy=domain_owner,reviewed-tested,"scanner-cloudflare-review.log:119 passed; DNS ownership, serialization and upstream scope reviewed"
rpc,cf.zone_status,daemon/cloudflare_ops.py,zone_status,kernel-peer-uid; root-credential; policy=domain_owner,reviewed-tested,"scanner-cloudflare-review.log:119 passed; DNS ownership, serialization and upstream scope reviewed"
rpc,cf.zones_overview,daemon/cloudflare_ops.py,zones_overview,kernel-peer-uid; root-credential; policy=global_admin,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; scanner-cloudflare-review.log (119 passed); php-extension-path-security.log (25 passed); old PHP path escape reproduced in isolated fixture. Root ownership policies and role checks reviewed; final release gate separate.
rpc,composer.get,daemon/composerui.py,get_run,kernel-peer-uid; root-credential; policy=account_username,reviewed-tested,"wordpress-tools-review.log:57 passed; argv commands, package validation, tenant command worker"
rpc,composer.list,daemon/composerui.py,list_runs,kernel-peer-uid; root-credential; policy=account_username,reviewed-tested,"wordpress-tools-review.log:57 passed; argv commands, package validation, tenant command worker"
rpc,composer.run,daemon/composerui.py,run_composer,kernel-peer-uid; root-credential; policy=account_username,reviewed-tested,"wordpress-tools-review.log:57 passed; argv commands, package validation, tenant command worker"
rpc,cpanel_import.get,daemon/cpanel_import.py,get_job,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,BSA-2026-077/078: cPanel and portable import source review; import-boundary-tests.log 66 passed; import-link-cycle-test.log; VM import-path acceptance canaries.
rpc,cpanel_import.list,daemon/cpanel_import.py,list_jobs,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,BSA-2026-077/078: cPanel and portable import source review; import-boundary-tests.log 66 passed; import-link-cycle-test.log; VM import-path acceptance canaries.
rpc,cpanel_import.trigger,daemon/cpanel_import.py,trigger_import,kernel-peer-uid; root-credential; policy=global_admin,reviewed-fixed,BSA-2026-077/078: cPanel and portable import source review; import-boundary-tests.log 66 passed; import-link-cycle-test.log; VM import-path acceptance canaries.
rpc,cron.add,daemon/handlers_cron.py,add_cron_job,kernel-peer-uid; root-credential; policy=account_username,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
rpc,cron.delete,daemon/handlers_cron.py,delete_cron_job,kernel-peer-uid; root-credential; policy=account_username,reviewed-tested,SECURITY-AUDIT-REVIEW-2026-09-24.md; lifecycle-dns-review-tests.log (140 passed); outbound-security-tests.log (227 passed); root RPC role/ownership matrix. Deployment acceptance separate.
